"storm_id","date","tclat","tclon","vmax"
"BOPHA_2012",2012-12-06 11:00:00,12.7271870017373,116.345278373501,32.8223777384448
"BOPHA_2012",2012-12-06 12:00:00,12.7968069046072,116.270428827318,33.0385782987513
"BOPHA_2012",2012-12-06 13:00:00,12.8675527282079,116.196553220924,33.280150440229
"BOPHA_2012",2012-12-06 14:00:00,12.9396745444942,116.124211937883,33.5461667959107
"BOPHA_2012",2012-12-06 15:00:00,13.0134224254208,116.053965361759,33.8356999988289
"BOPHA_2012",2012-12-06 16:00:00,13.0890464429425,115.986373876116,34.1478226820166
"BOPHA_2012",2012-12-06 17:00:00,13.1667966690139,115.921997864516,34.4816074785063
"BOPHA_2012",2012-12-06 18:00:00,13.2469231755898,115.861397710526,34.8361270213307
"BOPHA_2012",2012-12-06 19:00:00,13.3296760346249,115.805133797707,35.2104539435227
"BOPHA_2012",2012-12-06 20:00:00,13.415305318074,115.753766509625,35.6036608781149
"BOPHA_2012",2012-12-06 21:00:00,13.5040610978917,115.707856229842,36.0148204581401
"BOPHA_2012",2012-12-06 22:00:00,13.5961934460328,115.667963341923,36.4430053166309
"BOPHA_2012",2012-12-06 23:00:00,13.6919524344521,115.634648229432,36.8872880866201
"BOPHA_2012",2012-12-07 00:00:00,13.7915881351043,115.608471275932,37.3467414011403
"BOPHA_2012",2012-12-07 01:00:00,13.895350619944,115.589992864988,37.8204378932244
"BOPHA_2012",2012-12-07 02:00:00,14.0034899609261,115.579773380163,38.307450195905
"BOPHA_2012",2012-12-07 03:00:00,14.1162562300052,115.57837320502,38.8068509422149
"BOPHA_2012",2012-12-07 04:00:00,14.2338994991361,115.586352723125,39.3177127651867
"BOPHA_2012",2012-12-07 05:00:00,14.3565358488637,115.604091893021,39.8383762535003
"BOPHA_2012",2012-12-07 06:00:00,14.4837453940931,115.631248973179,40.3642538184238
"BOPHA_2012",2012-12-07 07:00:00,14.6149742583199,115.667301797048,40.8900258268725
"BOPHA_2012",2012-12-07 08:00:00,14.7496685650394,115.711728198081,41.4103726457615
"BOPHA_2012",2012-12-07 09:00:00,14.8872744377471,115.764006009727,41.9199746420062
"BOPHA_2012",2012-12-07 10:00:00,15.0272379999383,115.823613065438,42.4135121825218
"BOPHA_2012",2012-12-07 11:00:00,15.1690053751085,115.890027198664,42.8856656342235
"BOPHA_2012",2012-12-07 12:00:00,15.3120226867531,115.962726242855,43.3311153640265
"BOPHA_2012",2012-12-07 13:00:00,15.4557360583675,116.041188031463,43.7445417388461
"BOPHA_2012",2012-12-07 14:00:00,15.599591613447,116.124890397939,44.1206251255976
"BOPHA_2012",2012-12-07 15:00:00,15.7430354754872,116.213311175732,44.4540458911962
"BOPHA_2012",2012-12-07 16:00:00,15.8855137679833,116.305928198294,44.739484402557
"BOPHA_2012",2012-12-07 17:00:00,16.0264726144309,116.402219299076,44.9716210265954
"BOPHA_2012",2012-12-07 18:00:00,16.1653581383253,116.501662311528,45.1451361302266
"BOPHA_2012",2012-12-07 19:00:00,16.301616463162,116.603735069101,45.2547100803658
"BOPHA_2012",2012-12-07 20:00:00,16.4346937124363,116.707915405245,45.2950232439283
"BOPHA_2012",2012-12-07 21:00:00,16.5640360096437,116.813681153412,45.2607559878293
"BOPHA_2012",2012-12-07 22:00:00,16.6890894782795,116.920510147052,45.1465886789841
"BOPHA_2012",2012-12-07 23:00:00,16.8093002418392,117.027880219616,44.9472016843078
